PROVINCE,DIVISION,DISTRICT,TEHSIL,NOW_POPULATION,POPULATION 1998,FEMALE_POPULATION,MALE_POPULATION,AREA (sq.km),AVG_HOUSEHOLD_SIZE,TRANSGENDER_POPULATION,SEX_RATIO,ANNUAL_GROWTH_RATE,Population Density,POPULATION_INCREASE
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,SANGSILLAH SUB-TEHSIL,10217,13700,4781,5435,1533.0,6.69,1,113.6800,1.53,6.66470971950424,-3483
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,SUI TEHSIL,120975,62699,56406,64569,3858.0,13.260000000000002,0,127.5210661,1.37,31.35692068429238,58276
BALOCHISTAN,Quetta Division,HARNAI DISTRICT,HARNAI TEHSIL,64056,51482,30336,33704,259.0,11.64,16,111.5410947,0.98186,247.32046332046332,12574
BALOCHISTAN,Quetta Division,HARNAI DISTRICT,KHOAST SUB-TEHSIL,12279,9908,5872,6407,1619.0,5.78,0,109.1100,1.13,7.584311303273625,2371
BALOCHISTAN,Quetta Division,HARNAI DISTRICT,SHAHRIG TEHSIL,20717,15262,8861,11853,614.0,10.43,3,110.3915783,2.48,33.741042345276874,5455
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,GRISANI SUB-TEHSIL,17027,4057,7668,9359,174.0,7.72,0,122.0500,7.83,97.85632183908046,12970
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,KAHAN TEHSIL,73833,26765,37348,36485,3754.0,11.06,0,97.6900,5.48,19.667820990942992,47068
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,KOHLU TEHSIL,45152,26702,21528,23624,231.0,13.84,0,111.7510662,2.59315,195.46320346320346,18450
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,MAWAND TEHSIL,41516,24056,19036,22480,2915.0,6.37,0,118.0900,2.91,14.242195540308748,17460
BALOCHISTAN,Quetta Division,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,7583,8057,3551,4032,1977.0,6.02,0,113.5500,0.32,3.8356095093576124,-474
BALOCHISTAN,Quetta Division,SIBI DISTRICT,LEHRI TEHSIL,44490,32576,21278,23211,1817.0,5.91,1,109.0800,1.65,24.485415520088058,11914
BALOCHISTAN,Quetta Division,SIBI DISTRICT,SANGAN SUB-TEHSIL,2665,3024,1223,1441,1378.0,8.2,1,117.8300,0.66,1.9339622641509433,-359
BALOCHISTAN,Quetta Division,SIBI DISTRICT,SIBI TEHSIL,125013,92665,58957,66039,1949.0,13.25,17,115.6610872,1.65153,64.1421241662391,32348
BALOCHISTAN,Quetta Division,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,92497,47408,44413,48070,1812.0,5.88,14,108.2300,3.57,51.046909492273734,45089
BALOCHISTAN,Quetta Division,ZIARAT DISTRICT,ZIARAT TEHSIL,67598,33340,33499,34091,1489.0,10.0,8,101.929883,3.61919,45.398253861652115,34258
BALOCHISTAN,Zhob Division,BARKHAN DISTRICT,BARKHAN TEHSIL,171025,103545,81100,89911,3514.0,13.89,14,111.0810805,2.69247,48.66960728514513,67480
BALOCHISTAN,Zhob Division,KILLA SAIFULLAH DISTRICT,BADINI SUB-TEHSIL,15345,6583,6625,8720,0.0,6.89,0,131.6200,4.55,inf,8762
BALOCHISTAN,Zhob Division,KILLA SAIFULLAH DISTRICT,KAN MEHTARZAI SUB-TEHSIL,33242,24168,15780,17462,0.0,6.13,0,110.6600,1.69,inf,9074
BALOCHISTAN,Zhob Division,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH TEHSIL,132346,63472,62160,70181,4386.0,13.33,5,113.591110,3.02795,30.174646602827178,68874
BALOCHISTAN,Zhob Division,KILLA SAIFULLAH DISTRICT,LOIBAND TEHSIL,27962,25791,13087,14875,0.0,6.68,0,113.6600,0.43,inf,2171
BALOCHISTAN,Zhob Division,KILLA SAIFULLAH DISTRICT,MUSLIM BAGH TEHSIL,78711,44870,37564,41147,0.0,12.4,0,109.621094,3.18268,inf,33841
BALOCHISTAN,Zhob Division,KILLA SAIFULLAH DISTRICT,SHINKI SUB-TEHSIL,55326,28669,25905,29421,2445.0,6.15,0,113.5700,3.51,22.628220858895705,26657
BALOCHISTAN,Zhob Division,LORALAI DISTRICT,DUKI TEHSIL,152977,115976,70955,82018,4233.0,14.1,4,114.7712807,1.34361,36.139144814552324,37001
BALOCHISTAN,Zhob Division,LORALAI DISTRICT,LORALAI\BORI TEHSIL,203579,102426,94710,108863,2203.0,14.19,6,110.8412692,3.84324,92.4098955969133,101153
BALOCHISTAN,Zhob Division,LORALAI DISTRICT,MEKHTAR SUB-TEHSIL,40867,31745,19240,21621,1582.0,6.62,6,112.3800,1.34,25.832490518331227,9122
BALOCHISTAN,Zhob Division,MUSAKHEL DISTRICT,DRUG TEHSIL,37599,28638,17429,20168,848.0,6.32,2,115.7200,1.44,44.33844339622642,8961
BALOCHISTAN,Zhob Division,MUSAKHEL DISTRICT,KINGRI TEHSIL,31339,24822,14413,16924,3683.0,7.21,2,117.4200,1.23,8.509095845777898,6517
BALOCHISTAN,Zhob Division,MUSAKHEL DISTRICT,MUSAKHEL TEHSIL,98305,80596,44656,53641,1197.0,13.58,8,121.711118,1.05105,82.12614870509607,17709
BALOCHISTAN,Zhob Division,SHERANI DISTRICT,SHERANI TEHSIL,152952,81684,68561,84390,4310.0,7.3,1,123.0900,3.35,35.4877030162413,71268
BALOCHISTAN,Zhob Division,ZHOB DISTRICT,ASHWAT SUB-TEHSIL,20768,13247,9193,11575,901.0,8.15,0,125.9100,2.39,23.049944506104328,7521
BALOCHISTAN,Zhob Division,ZHOB DISTRICT,KASHATOO SUB-TEHSIL,5184,5165,2539,2645,1590.0,6.83,0,104.1700,0.02,3.260377358490566,19
BALOCHISTAN,Zhob Division,ZHOB DISTRICT,QAMAR DIN KAREZ TEHSIL,13831,5855,6345,7486,1286.0,5.73,0,117.9800,4.62,10.755054432348366,7976
BALOCHISTAN,Zhob Division,ZHOB DISTRICT,SAMBAZA SUB-TEHSIL,17465,15198,7617,9848,2888.0,7.09,0,129.2900,0.73,6.047437673130194,2267
BALOCHISTAN,Zhob Division,ZHOB DISTRICT,ZHOB TEHSIL,253106,153993,116420,136685,9322.0,12.98,1,116.1712313,3.37027,27.151469641707788,99113
KPK,BANNU DIVISION,BANNU DISTRICT,BANNU TEHSIL,958103,572957,472643,485436,802.0,16.58,24,101.6612379,2.92024,1194.642144638404,385146
KPK,BANNU DIVISION,BANNU DISTRICT,DOMEL TEHSIL,208968,102710,101779,107189,425.0,10.98,0,105.3200,3.8,491.6894117647059,106258
KPK,BANNU DIVISION,LAKKI MARWAT DISTRICT,LAKKI MARWAT TEHSIL,578874,339934,286257,292614,2541.0,15.71,3,101.611077,2.76356,227.81345926800472,238940
KPK,BANNU DIVISION,LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,296870,150091,147766,149103,623.0,18.87,1,100.9510054,3.7322,476.5168539325843,146779
KPK,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,124318,73658,59784,64533,1540.0,8.22,1,107.9400,2.79,80.72597402597403,50660
KPK,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,725449,362790,350595,374787,1167.0,15.16,67,105.6510987,3.36463,621.6358183376178,362659
KPK,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,KULACHI TEHSIL,101892,67256,49184,52706,1229.0,15.58,2,107.4610622,2.51137,82.90642799023597,34636
KPK,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,PAHARPUR TEHSIL,381086,218589,186355,194708,1657.0,15.91,23,103.9210671,2.11918,229.985515992758,162497
KPK,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,PAROA TEHSIL,292343,130702,141383,150951,1733.0,16.16,9,106.2710997,3.52,168.6918638199654,161641
KPK,DERA ISMAIL KHAN DIVISION,TANK DISTRICT,TANK TEHSIL,390626,238216,190499,200100,1679.0,17.009999999999998,27,104.1511174,2.82146,232.65396069088743,152410
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,982837,628766,479821,502980,1438.0,12.08,36,102.061136,2.03356,683.4749652294854,354071
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,350252,251900,175375,174877,529.0,12.899999999999999,0,99.0710387,1.67225,662.1020793950851,98352
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,ALLAI TEHSIL,180502,121652,90127,90363,804.0,6.75,12,100.2600,2.09,224.50497512437812,58850
KPK,HAZARA DIVISION,ABBOTTABAD DISTRICT,BATAGRAM TEHSIL,296247,185626,148185,148039,497.0,6.97,23,99.900,2.49,596.0704225352113,110621
KPK,HAZARA DIVISION,HARIPUR DISTRICT,GHAZI TEHSIL,144917,113049,72780,72137,595.0,5.8,0,99.1200,1.31,243.55798319327732,31868
KPK,HAZARA DIVISION,HARIPUR DISTRICT,HARIPUR TEHSIL,856598,579179,430486,426065,1130.0,12.219999999999999,47,98.110386,2.0253,758.0513274336283,277419
KPK,HAZARA DIVISION,MANSEHRA DISTRICT,BALA KOT TEHSIL,273257,214630,138200,135039,2376.0,6.0,18,97.7100,1.28,115.00715488215488,58627
KPK,HAZARA DIVISION,MANSEHRA DISTRICT,MANSEHRA TEHSIL,1017521,574975,507117,510187,1340.0,13.14,217,100.181032,2.82462,759.3440298507463,442546
KPK,HAZARA DIVISION,MANSEHRA DISTRICT,OGHI TEHSIL,264964,188552,138192,126750,409.0,7.06,22,91.7200,1.8,647.8337408312958,76412
KPK,HAZARA DIVISION,TORGHAR DISTRICT,JUDBA TEHSIL,96888,84628,47419,49459,149.0,6.47,10,104.300,0.71,650.255033557047,12260
KPK,HAZARA DIVISION,TORGHAR DISTRICT,KHANDER TEHSIL,74461,90054,37855,36600,305.0,6.51,6,96.6800,0.99,244.1344262295082,-15593
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,DASSU TEHSIL,228350,137519,104801,123541,3515.0,8.28,8,117.8800,2.7,64.96443812233287,90831
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,KANDIA TEHSIL,77101,46437,35302,41799,2088.0,7.74,0,118.400,2.7,36.9257662835249,30664
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,PALAS TEHSIL,276325,166403,126843,149477,1410.0,7.64,5,117.8400,2.7,195.97517730496455,109922
KPK,HAZARA DIVISION,KOHISTAN DISTRICT,PATTAN TEHSIL,202935,122211,93109,109826,642.1,7.7,0,117.9500,2.7,316.0489020401806,80724
KPK,KOHAT DIVISION,HANGU DISTRICT,HANGU TEHSIL,270399,163117,140553,129825,669.0,19.64,21,91.869471,2.76241,404.1838565022422,107282
KPK,KOHAT DIVISION,HANGU DISTRICT,TALL TEHSIL,248412,151412,129179,119219,428.0,20.73,14,90.569884,2.66256,580.4018691588785,97000
KPK,KOHAT DIVISION,KOHAT DISTRICT,KOHAT TEHSIL,848997,470648,424465,424432,1414.0,15.82,100,95.6411283,3.15315,600.4222065063649,378349
KPK,KOHAT DIVISION,KOHAT DISTRICT,LACHI TEHSIL,143430,91996,72074,71350,1131.0,14.44,6,97.5110275,2.26262,126.81697612732096,51434
KPK,KOHAT DIVISION,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,155482,98626,80221,75250,1465.0,9.03,11,93.800,2.42,106.13105802047781,56856
KPK,KOHAT DIVISION,KARAK DISTRICT,KARAK TEHSIL,292829,175758,148851,143957,1299.0,18.450000000000003,21,95.910066,2.62323,225.42648190916088,117071
KPK,KOHAT DIVISION,KARAK DISTRICT,TAKHT-E-NASRATI TEHSIL,257051,156412,127932,129108,607.0,9.87,11,100.9200,2.64,423.4777594728171,100639
KPK,MARDAN DIVISION,MARDAN DISTRICT,KATLANG TEHSIL,343225,221546,172202,171021,422.0,8.14,2,99.3100,2.33,813.3293838862559,121679
KPK,MARDAN DIVISION,MARDAN DISTRICT,MARDAN TEHSIL,1403002,864017,693339,709607,857.0,15.65,56,101.3210541,2.79201,1637.1085180863477,538985
KPK,MARDAN DIVISION,MARDAN DISTRICT,TAKHT BHAI TEHSIL,627172,374537,306674,320494,353.0,12.85,4,104.4910462,2.76267,1776.6912181303117,252635
KPK,MARDAN DIVISION,SWABI DISTRICT,LAHOR TEHSIL,305782,187558,151162,154603,318.0,15.32,17,103.249635,2.69209,961.5786163522013,118224
KPK,MARDAN DIVISION,SWABI DISTRICT,RAZAR TEHSIL,584876,376106,294111,290746,418.0,14.86,19,98.7910028,2.37197,1399.2248803827752,208770
KPK,MARDAN DIVISION,SWABI DISTRICT,SWABI TEHSIL,406321,258006,206612,199677,389.0,15.24,32,96.769646,2.56219,1044.5269922879177,148315
KPK,MARDAN DIVISION,SWABI DISTRICT,TOPI TEHSIL,328498,205134,157665,170802,418.0,14.43,31,109.2510371,2.42296,785.8803827751196,123364
KPK,PESHAWAR DIVISION,CHARSADDA DISTRICT,CHARSADDA TEHSIL,804843,527152,393865,410974,445.0,14.379999999999999,4,104.0610564,2.46139,1808.6359550561797,277691
KPK,PESHAWAR DIVISION,CHARSADDA DISTRICT,SHABQADAR TEHSIL,379952,240751,188210,191741,204.0,15.09,1,100.2910704,2.35267,1862.5098039215686,139201
KPK,PESHAWAR DIVISION,CHARSADDA DISTRICT,TANGI TEHSIL,426165,254461,211223,214936,347.0,13.91,6,101.6110352,2.88138,1228.1412103746397,171704
KPK,PESHAWAR DIVISION,NOWSHERA DISTRICT,JEHANGIRA TEHSIL,353764,208704,174464,179262,718.0,15.280000000000001,38,101.1610786,2.81283,492.7075208913649,145060
KPK,PESHAWAR DIVISION,NOWSHERA DISTRICT,PABBI TEHSIL,438416,246120,217692,220708,351.0,14.87,16,101.2210256,3.08307,1249.048433048433,192296
KPK,PESHAWAR DIVISION,PESHAWAR DISTRICT,PESHAWAR TEHSIL,4267198,2026851,2068568,2198005,1257.0,16.71,625,104.3410854,4.23372,3394.747812251392,2240347
KPK,MALAKAND DIVISION,BUNER DISTRICT,DAGGAR TEHSIL,354809,197120,178195,176595,762.0,10.12,19,99.100,3.14,465.62860892388454,157689
KPK,MALAKAND DIVISION,BUNER DISTRICT,GAGRA TEHSIL,269971,151877,135495,134468,435.0,9.59,8,99.2400,3.07,620.6229885057471,118094
KPK,MALAKAND DIVISION,BUNER DISTRICT,KHADO KHEL TEHSIL,118072,69812,60056,58013,343.0,8.16,3,96.600,2.8,344.2332361516035,48260
KPK,MALAKAND DIVISION,BUNER DISTRICT,MANDANR TEHSIL,152608,87239,75809,76796,325.0,8.52,3,101.300,2.98,469.56307692307695,65369
